#doc source pos typeindex type topic
#alpha : 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 
#beta : 0.01
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 95 212 states 44
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 96 507 hard 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 97 1256 set 39
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 98 1257 supply 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 99 1258 chain 18
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 100 1259 stable 18
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 101 18 address 18
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 102 1260 isn 19
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 103 507 hard 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 104 1261 find 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 105 1262 recruits 19
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 106 1263 points 44
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 107 1264 advertise 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 108 1265 attacked 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 109 798 people 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 110 529 join 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 111 798 people 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 112 1266 justice 48
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 113 1267 righteousness 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 114 330 deal 3
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 115 1257 supply 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 116 370 problem 48
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 117 1268 grins 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 118 1269 contacts 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 119 1270 suppliers 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 120 1271 spanning 44
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 121 1272 countries 44
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 122 172 arms 20
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 123 1273 enemy 18
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 124 1274 scared 34
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 125 1275 sun 44
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 126 1276 sets 19
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 127 497 kasem 19
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 128 1277 finishes 18
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 129 847 tea 19
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 130 1278 stubs 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 131 1217 cigarette 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 132 1223 watch 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 133 1279 big 20
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 134 1280 plans 27
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 135 1281 horizon 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 136 1282 scanning 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 137 545 street 2
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 138 497 kasem 19
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 139 1283 melts 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 140 1284 crowd 21
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 0 78 date 9
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 1 2 february 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 2 48 news 27
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 3 517 international 21
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 4 842 tribune 21
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 5 2 february 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 6 1285 karachiterrorist 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 7 685 planning 43
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 8 1286 attacks 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 9 1287 nabbed 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 10 1288 cidthe 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 11 1289 personnel 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 12 285 criminal 5
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 13 86 investigation 5
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 14 286 unit 5
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 15 587 cid 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 16 1290 sindh 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 17 1291 claim 39
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 18 1292 busted 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 19 1293 network 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 20 1294 terrorists 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 21 865 belonging 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 22 1295 banned 43
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 23 1296 militant 27
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 24 1297 outfit 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 25 714 lashkar 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 26 602 jhangvi 5
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 27 1298 planned 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 28 1299 bomb 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 29 1300 nishter 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 30 1301 park 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 31 1302 gathering 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 32 1303 rabiul 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 33 1304 awwal 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 34 587 cid 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 35 606 recovered 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 36 172 arms 39
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 37 1305 explosives 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 38 1306 detonators 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 39 316 items 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 40 1307 held 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 41 1294 terrorists 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 42 1308 ssp 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 43 105 police 5
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 44 1309 expanded 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 45 1310 networks 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 46 187 city 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 47 214 security 39
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 48 686 situation 9
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 49 1311 wake 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 50 1312 increased 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 51 683 american 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 52 1313 offensive 21
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 53 195 part 9
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 54 1314 exercise 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 55 292 information 27
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 56 342 received 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 57 1315 spy 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 58 1294 terrorists 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 59 865 belonging 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 60 714 lashkar 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 61 602 jhangvi 5
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 62 1008 present 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 63 187 city 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 64 938 area 27
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 65 1280 plans 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 66 1316 carry 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 67 1294 terrorists 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 68 1317 act 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 69 1318 forthcoming 27
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 70 459 day 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 71 1319 religious 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 72 1320 significance 31
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 73 292 information 27
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 74 1321 khan 27
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 75 1322 team 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 76 1054 raided 41
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 77 863 house 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 78 1323 allana 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 79 773 road 5
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 80 1324 encounter 27
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 81 1111 arrested 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 82 1325 abdul 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 83 1115 rana 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 84 1326 ul 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 85 1327 baqi 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 86 1328 alias 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 87 1329 majid 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 88 1330 ismail 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 89 1331 yousuf 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 90 863 house 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 91 1332 gathered 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 92 1333 belonged 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 93 1325 abdul 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 94 1115 rana 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 95 1326 ul 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 96 1327 baqi 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 97 1331 yousuf 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 98 1334 resident 43
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 99 1335 shah 39
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 100 1336 faisal 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 101 1096 colony 22
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 102 1330 ismail 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 103 1337 lived 21
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 104 1338 malir 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 105 1339 tt 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 106 964 pistols 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 107 1305 explosives 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 108 1340 potassium 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 109 1341 nitrate 43
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 110 1342 mortar 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 111 695 rockets 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 112 1343 wires 39
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 113 1306 detonators 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 114 1344 equipments 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 115 329 making 27
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 116 968 bombs 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 117 606 recovered 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 118 1185 search 41
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 119 1321 khan 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 120 1345 suspects 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 121 1346 subsequently 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 122 1347 taking 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 123 86 investigation 5
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 124 286 unit 5
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 125 1348 probe 27
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 126 127 found 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 127 120 accused 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 128 1333 belonged 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 129 714 lashkar 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 130 602 jhangvi 5
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 131 1307 held 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 132 1294 terrorists 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 133 1349 claimed 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 134 1333 belonged 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 135 1350 qari 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 136 1351 hussain 21
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 137 981 group 43
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 138 1332 gathered 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 139 863 house 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 140 610 attempt 9
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 141 1075 attack 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 142 1300 nishter 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 143 1301 park 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 144 1303 rabiul 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 145 1304 awwal 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 146 1352 congregation 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 147 1325 abdul 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 148 1115 rana 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 149 1326 ul 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 150 1327 baqi 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 151 1328 alias 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 152 1329 majid 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 153 681 told 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 154 1353 investigators 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 155 1354 ameer 27
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 156 287 karachi 5
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 157 1355 chhota 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 158 1356 hasan 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 159 76 weeks 9
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 160 175 ago 9
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 161 1307 held 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 162 1357 activists 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 163 1357 activists 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 164 1358 called 9
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 165 1359 hideout 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 166 1338 malir 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 167 1354 ameer 27
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 168 1356 hasan 1
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 169 1360 started 9
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 170 1302 gathering 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 171 1361 explosive 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 172 834 materials 37
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 173 316 items 26
56 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing58 174 1362 waited 26
